instance_id,num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam
instrectL4_21_10,176.0,627.0,0.2807,608.0,0.9697,1.0,4.0,3.5625,1.0,4.0,3.5625,59.0,0.3352,117.0,0.6648,63.0,0.358,113.0,0.642,32.0,0.1818,144.0,0.8182,9.0,0.0511,7.0,0.0398,0.0,0.0,5.0,20.0,92.2222,2.0,2.0,17.0,11.0,24.0,17.1111,11.0,24.0,17.1111
instrectL4_21_11,176.0,627.0,0.2807,606.0,0.9665,2.0,4.0,3.5625,2.0,4.0,3.5625,61.0,0.3466,115.0,0.6534,57.0,0.3239,119.0,0.6761,32.0,0.1818,144.0,0.8182,8.0,0.0455,10.0,0.0568,0.0,0.0,1.0,5.0,98.1429,2.0,2.0,17.0,3.0,24.0,15.0435,3.0,24.0,15.0435
instrectL4_21_18,176.0,627.0,0.2807,606.0,0.9665,2.0,4.0,3.5625,1.0,4.0,3.5625,53.0,0.3011,123.0,0.6989,57.0,0.3239,119.0,0.6761,32.0,0.1818,144.0,0.8182,12.0,0.0682,10.0,0.0568,0.0,0.0,1.0,5.0,77.375,2.0,2.0,17.0,9.0,24.0,16.7143,9.0,24.0,16.7143
instrectL4_21_2,176.0,627.0,0.2807,606.0,0.9665,2.0,4.0,3.5625,2.0,4.0,3.5625,59.0,0.3352,117.0,0.6648,51.0,0.2898,125.0,0.7102,34.0,0.1932,142.0,0.8068,9.0,0.0511,13.0,0.0739,0.0,0.0,3.0,12.0,94.0,2.0,2.0,14.0,9.0,24.0,16.4583,9.0,24.0,16.4583
instrectL4_21_5,176.0,627.0,0.2807,606.0,0.9665,2.0,4.0,3.5625,1.0,4.0,3.5625,55.0,0.3125,121.0,0.6875,61.0,0.3466,115.0,0.6534,40.0,0.2273,136.0,0.7727,11.0,0.0625,8.0,0.0455,0.0,0.0,1.0,5.0,96.4286,2.0,2.0,15.0,8.0,24.0,15.7083,8.0,24.0,15.7083
instrectL4_21_7,176.0,627.0,0.2807,608.0,0.9697,2.0,4.0,3.5625,2.0,4.0,3.5625,53.0,0.3011,123.0,0.6989,59.0,0.3352,117.0,0.6648,32.0,0.1818,144.0,0.8182,12.0,0.0682,9.0,0.0511,0.0,0.0,6.0,24.0,91.5714,2.0,2.0,17.0,6.0,24.0,15.88,6.0,24.0,16.36
instrectL4_21_8,176.0,627.0,0.2807,606.0,0.9665,2.0,4.0,3.5625,1.0,4.0,3.5625,57.0,0.3239,119.0,0.6761,63.0,0.358,113.0,0.642,36.0,0.2045,140.0,0.7955,10.0,0.0568,7.0,0.0398,0.0,0.0,1.0,5.0,94.2,2.0,2.0,17.0,4.0,24.0,16.55,4.0,24.0,16.1905
instrectL4_2_2,192.0,710.0,0.2704,708.0,0.9972,2.0,4.0,3.6979,2.0,4.0,3.6979,50.0,0.2604,142.0,0.7396,48.0,0.25,144.0,0.75,4.0,0.0208,188.0,0.9792,4.0,0.0208,5.0,0.026,0.0,0.0,1.0,5.0,95.6,2.0,2.0,17.0,11.0,26.0,17.9444,11.0,26.0,17.9444
instrectL4_22_0,192.0,690.0,0.2783,668.0,0.9681,2.0,4.0,3.5938,2.0,4.0,3.5938,58.0,0.3021,134.0,0.6979,56.0,0.2917,136.0,0.7083,42.0,0.2188,150.0,0.7813,10.0,0.0521,11.0,0.0573,0.0,0.0,3.0,12.0,74.125,2.0,2.0,12.0,10.0,26.0,17.1905,10.0,26.0,17.1905
instrectL4_2_3,192.0,710.0,0.2704,708.0,0.9972,2.0,4.0,3.6979,2.0,4.0,3.6979,48.0,0.25,144.0,0.75,48.0,0.25,144.0,0.75,4.0,0.0208,188.0,0.9792,5.0,0.026,5.0,0.026,0.0,0.0,1.0,5.0,95.6,2.0,2.0,17.0,11.0,26.0,18.5,11.0,26.0,18.5
instrectL4_24_7,192.0,688.0,0.2791,666.0,0.968,1.0,4.0,3.5833,2.0,4.0,3.5833,66.0,0.3438,126.0,0.6563,62.0,0.3229,130.0,0.6771,40.0,0.2083,152.0,0.7917,7.0,0.0365,9.0,0.0469,0.0,0.0,2.0,9.0,85.25,2.0,2.0,17.0,11.0,26.0,17.5238,11.0,26.0,17.5238
instrectL4_24_8,192.0,688.0,0.2791,666.0,0.968,1.0,4.0,3.5833,2.0,4.0,3.5833,62.0,0.3229,130.0,0.6771,66.0,0.3438,126.0,0.6563,42.0,0.2188,150.0,0.7813,9.0,0.0469,7.0,0.0365,0.0,0.0,3.0,12.0,93.8571,2.0,2.0,17.0,11.0,26.0,17.5,12.0,26.0,17.5909
instrectL4_26_2,192.0,686.0,0.2799,664.0,0.9679,2.0,4.0,3.5729,1.0,4.0,3.5729,62.0,0.3229,130.0,0.6771,68.0,0.3542,124.0,0.6458,34.0,0.1771,158.0,0.8229,10.0,0.0521,7.0,0.0365,0.0,0.0,1.0,5.0,94.7143,2.0,2.0,17.0,10.0,26.0,17.3333,10.0,26.0,17.3333
instrectL4_26_3,192.0,686.0,0.2799,660.0,0.9621,1.0,4.0,3.5729,1.0,4.0,3.5729,52.0,0.2708,140.0,0.7292,58.0,0.3021,134.0,0.6979,38.0,0.1979,154.0,0.8021,15.0,0.0781,12.0,0.0625,0.0,0.0,2.0,8.0,76.4286,2.0,2.0,16.0,6.0,26.0,16.0833,6.0,26.0,16.4783
instrectL4_26_5,192.0,686.0,0.2799,660.0,0.9621,1.0,4.0,3.5729,1.0,4.0,3.5729,60.0,0.3125,132.0,0.6875,60.0,0.3125,132.0,0.6875,42.0,0.2188,150.0,0.7813,11.0,0.0573,11.0,0.0573,0.0,0.0,5.0,19.0,76.3333,8.0,3.0,17.0,4.0,26.0,15.1481,4.0,26.0,16.2609
instrectL4_2_8,192.0,710.0,0.2704,708.0,0.9972,2.0,4.0,3.6979,2.0,4.0,3.6979,48.0,0.25,144.0,0.75,50.0,0.2604,142.0,0.7396,4.0,0.0208,188.0,0.9792,5.0,0.026,4.0,0.0208,0.0,0.0,2.0,8.0,88.4,2.0,2.0,17.0,11.0,26.0,18.1111,11.0,26.0,18.1111
instrectL4_28_7,192.0,684.0,0.2807,656.0,0.9591,2.0,4.0,3.5625,2.0,4.0,3.5625,66.0,0.3438,126.0,0.6563,62.0,0.3229,130.0,0.6771,50.0,0.2604,142.0,0.7396,9.0,0.0469,11.0,0.0573,0.0,0.0,3.0,11.0,101.125,2.0,2.0,1.0,2.0,26.0,14.7647,4.0,26.0,14.7143
instrectL4_28_9,192.0,684.0,0.2807,656.0,0.9591,2.0,4.0,3.5625,2.0,4.0,3.5625,62.0,0.3229,130.0,0.6771,64.0,0.3333,128.0,0.6667,48.0,0.25,144.0,0.75,11.0,0.0573,10.0,0.0521,0.0,0.0,1.0,5.0,80.125,2.0,2.0,17.0,6.0,26.0,15.8621,6.0,26.0,15.8621
instrectL4_30_0,192.0,682.0,0.2815,652.0,0.956,1.0,4.0,3.5521,2.0,4.0,3.5521,64.0,0.3333,128.0,0.6667,68.0,0.3542,124.0,0.6458,50.0,0.2604,142.0,0.7396,11.0,0.0573,9.0,0.0469,0.0,0.0,3.0,11.0,103.5455,2.0,2.0,21.0,3.0,26.0,14.2759,3.0,26.0,15.9583
instrectL4_30_2,192.0,682.0,0.2815,656.0,0.9619,2.0,4.0,3.5521,2.0,4.0,3.5521,66.0,0.3438,126.0,0.6563,74.0,0.3854,118.0,0.6146,44.0,0.2292,148.0,0.7708,10.0,0.0521,6.0,0.0313,0.0,0.0,3.0,13.0,92.6923,2.0,2.0,17.0,8.0,26.0,16.9565,8.0,26.0,16.9565
instrectL4_31_0,176.0,617.0,0.2853,586.0,0.9498,1.0,4.0,3.5057,1.0,4.0,3.5057,63.0,0.358,113.0,0.642,63.0,0.358,113.0,0.642,52.0,0.2955,124.0,0.7045,12.0,0.0682,12.0,0.0682,0.0,0.0,1.0,5.0,91.1,2.0,2.0,3.0,7.0,24.0,15.2258,7.0,24.0,15.4688
instrectL4_31_16,176.0,617.0,0.2853,586.0,0.9498,2.0,4.0,3.5057,2.0,4.0,3.5057,63.0,0.358,113.0,0.642,63.0,0.358,113.0,0.642,44.0,0.25,132.0,0.75,12.0,0.0682,12.0,0.0682,0.0,0.0,2.0,8.0,88.5385,2.0,2.0,17.0,4.0,24.0,15.6522,4.0,24.0,15.8261
instrectL4_31_7,176.0,617.0,0.2853,588.0,0.953,2.0,4.0,3.5057,1.0,4.0,3.5057,59.0,0.3352,117.0,0.6648,63.0,0.358,113.0,0.642,44.0,0.25,132.0,0.75,14.0,0.0795,12.0,0.0682,0.0,0.0,2.0,9.0,80.5333,2.0,2.0,17.0,4.0,24.0,14.3704,4.0,24.0,15.3043
instrectL4_31_8,176.0,617.0,0.2853,586.0,0.9498,1.0,4.0,3.5057,1.0,4.0,3.5057,65.0,0.3693,111.0,0.6307,57.0,0.3239,119.0,0.6761,42.0,0.2386,134.0,0.7614,11.0,0.0625,15.0,0.0852,1.0,0.0057,1.0,5.0,83.5714,2.0,2.0,17.0,4.0,24.0,16.0909,4.0,24.0,16.0909
instrectL4_32_3,192.0,680.0,0.2824,648.0,0.9529,2.0,4.0,3.5417,1.0,4.0,3.5417,60.0,0.3125,132.0,0.6875,62.0,0.3229,130.0,0.6771,56.0,0.2917,136.0,0.7083,14.0,0.0729,13.0,0.0677,0.0,0.0,6.0,24.0,105.5,2.0,2.0,9.0,4.0,26.0,15.9643,4.0,26.0,16.0357
instrectL4_32_4,192.0,680.0,0.2824,650.0,0.9559,1.0,4.0,3.5417,2.0,4.0,3.5417,74.0,0.3854,118.0,0.6146,72.0,0.375,120.0,0.625,56.0,0.2917,136.0,0.7083,7.0,0.0365,8.0,0.0417,0.0,0.0,4.0,15.0,102.625,2.0,2.0,17.0,4.0,26.0,16.2917,4.0,26.0,16.2917
instrectL4_32_7,192.0,680.0,0.2824,648.0,0.9529,2.0,4.0,3.5417,1.0,4.0,3.5417,64.0,0.3333,128.0,0.6667,66.0,0.3438,126.0,0.6563,50.0,0.2604,142.0,0.7396,12.0,0.0625,11.0,0.0573,0.0,0.0,6.0,22.0,91.4286,2.0,2.0,1.0,9.0,26.0,17.8095,4.0,26.0,15.1786
instrectL4_34_0,192.0,678.0,0.2832,644.0,0.9499,1.0,4.0,3.5313,2.0,4.0,3.5313,66.0,0.3438,126.0,0.6563,72.0,0.375,120.0,0.625,48.0,0.25,144.0,0.75,12.0,0.0625,9.0,0.0469,0.0,0.0,4.0,15.0,102.4545,2.0,2.0,3.0,5.0,26.0,16.1724,6.0,26.0,16.1
instrectL4_34_3,192.0,678.0,0.2832,644.0,0.9499,1.0,4.0,3.5313,1.0,4.0,3.5313,62.0,0.3229,130.0,0.6771,64.0,0.3333,128.0,0.6667,52.0,0.2708,140.0,0.7292,14.0,0.0729,13.0,0.0677,0.0,0.0,2.0,9.0,94.9,2.0,2.0,14.0,6.0,26.0,17.32,6.0,26.0,17.32
instrectL4_34_4,192.0,678.0,0.2832,644.0,0.9499,1.0,4.0,3.5313,2.0,4.0,3.5313,70.0,0.3646,122.0,0.6354,64.0,0.3333,128.0,0.6667,52.0,0.2708,140.0,0.7292,10.0,0.0521,13.0,0.0677,0.0,0.0,1.0,5.0,87.8333,2.0,2.0,8.0,8.0,26.0,16.037,8.0,26.0,16.037
instrectL4_34_8,192.0,678.0,0.2832,644.0,0.9499,1.0,4.0,3.5313,2.0,4.0,3.5313,68.0,0.3542,124.0,0.6458,70.0,0.3646,122.0,0.6354,58.0,0.3021,134.0,0.6979,11.0,0.0573,10.0,0.0521,0.0,0.0,4.0,16.0,73.1111,2.0,2.0,17.0,10.0,26.0,17.0769,10.0,26.0,17.0769
instrectL4_34_9,192.0,678.0,0.2832,648.0,0.9558,1.0,4.0,3.5313,2.0,4.0,3.5313,62.0,0.3229,130.0,0.6771,64.0,0.3333,128.0,0.6667,48.0,0.25,144.0,0.75,14.0,0.0729,13.0,0.0677,0.0,0.0,3.0,11.0,93.0,2.0,2.0,15.0,10.0,26.0,17.2174,10.0,26.0,16.9545
instrectL4_36_5,192.0,676.0,0.284,644.0,0.9527,1.0,4.0,3.5208,2.0,4.0,3.5208,72.0,0.375,120.0,0.625,66.0,0.3438,126.0,0.6563,50.0,0.2604,142.0,0.7396,10.0,0.0521,13.0,0.0677,0.0,0.0,1.0,5.0,103.0,2.0,2.0,16.0,2.0,26.0,15.0333,2.0,26.0,16.2308
instrectL4_36_8,192.0,676.0,0.284,640.0,0.9467,1.0,4.0,3.5208,1.0,4.0,3.5208,70.0,0.3646,122.0,0.6354,74.0,0.3854,118.0,0.6146,50.0,0.2604,142.0,0.7396,11.0,0.0573,9.0,0.0469,0.0,0.0,3.0,12.0,88.4167,2.0,2.0,3.0,4.0,26.0,15.3548,4.0,26.0,15.3548
instrectL4_38_0,192.0,674.0,0.2849,638.0,0.9466,1.0,4.0,3.5104,1.0,4.0,3.5104,74.0,0.3854,118.0,0.6146,76.0,0.3958,116.0,0.6042,60.0,0.3125,132.0,0.6875,10.0,0.0521,9.0,0.0469,0.0,0.0,3.0,12.0,94.1333,2.0,2.0,20.0,3.0,26.0,16.5417,3.0,26.0,16.4
instrectL4_38_4,192.0,674.0,0.2849,636.0,0.9436,2.0,4.0,3.5104,2.0,4.0,3.5104,70.0,0.3646,122.0,0.6354,74.0,0.3854,118.0,0.6146,64.0,0.3333,128.0,0.6667,12.0,0.0625,10.0,0.0521,0.0,0.0,1.0,5.0,102.6667,2.0,2.0,11.0,9.0,26.0,16.6786,9.0,26.0,16.7241
instrectL4_38_6,192.0,674.0,0.2849,638.0,0.9466,2.0,4.0,3.5104,1.0,4.0,3.5104,68.0,0.3542,124.0,0.6458,62.0,0.3229,130.0,0.6771,56.0,0.2917,136.0,0.7083,13.0,0.0677,16.0,0.0833,0.0,0.0,3.0,11.0,108.8333,2.0,2.0,3.0,6.0,26.0,16.3913,6.0,26.0,16.3913
instrectL4_38_7,192.0,674.0,0.2849,636.0,0.9436,2.0,4.0,3.5104,1.0,4.0,3.5104,66.0,0.3438,126.0,0.6563,72.0,0.375,120.0,0.625,60.0,0.3125,132.0,0.6875,14.0,0.0729,11.0,0.0573,0.0,0.0,1.0,4.0,85.1818,2.0,2.0,1.0,3.0,26.0,14.5455,3.0,26.0,15.8
instrectL4_38_8,192.0,674.0,0.2849,638.0,0.9466,1.0,4.0,3.5104,2.0,4.0,3.5104,62.0,0.3229,130.0,0.6771,70.0,0.3646,122.0,0.6354,48.0,0.25,144.0,0.75,16.0,0.0833,12.0,0.0625,0.0,0.0,2.0,8.0,98.0,2.0,2.0,17.0,6.0,26.0,16.6538,6.0,26.0,16.6538
instrectL4_40_0,192.0,672.0,0.2857,634.0,0.9435,2.0,4.0,3.5,2.0,4.0,3.5,56.0,0.2917,136.0,0.7083,64.0,0.3333,128.0,0.6667,56.0,0.2917,136.0,0.7083,20.0,0.1042,16.0,0.0833,0.0,0.0,1.0,4.0,97.8571,2.0,2.0,6.0,11.0,26.0,17.6,11.0,26.0,17.6
instrectL4_40_7,192.0,672.0,0.2857,632.0,0.9405,1.0,4.0,3.5,1.0,4.0,3.5,70.0,0.3646,122.0,0.6354,74.0,0.3854,118.0,0.6146,58.0,0.3021,134.0,0.6979,13.0,0.0677,11.0,0.0573,0.0,0.0,4.0,15.0,91.2727,2.0,2.0,10.0,6.0,26.0,16.2059,6.0,26.0,16.2727
instrectL4_40_8,192.0,672.0,0.2857,632.0,0.9405,2.0,4.0,3.5,2.0,4.0,3.5,68.0,0.3542,124.0,0.6458,68.0,0.3542,124.0,0.6458,64.0,0.3333,128.0,0.6667,14.0,0.0729,14.0,0.0729,0.0,0.0,1.0,5.0,85.6667,2.0,2.0,14.0,4.0,26.0,15.4571,4.0,26.0,15.4571
instrectL4_41_0,176.0,607.0,0.29,568.0,0.9357,1.0,4.0,3.4489,0.0,4.0,3.4489,67.0,0.3807,109.0,0.6193,67.0,0.3807,109.0,0.6193,58.0,0.3295,118.0,0.6705,15.0,0.0852,14.0,0.0795,1.0,0.0057,1.0,5.0,75.8333,14.0,3.0,1.0,4.0,24.0,15.4,4.0,24.0,14.0476
instrectL4_41_1,176.0,607.0,0.29,570.0,0.939,1.0,4.0,3.4489,0.0,4.0,3.4489,59.0,0.3352,117.0,0.6648,69.0,0.392,107.0,0.608,54.0,0.3068,122.0,0.6932,19.0,0.108,13.0,0.0739,1.0,0.0057,2.0,7.0,80.0833,132.0,3.0,3.0,6.0,24.0,15.3333,6.0,24.0,15.3333
instrectL4_41_5,176.0,607.0,0.29,566.0,0.9325,1.0,4.0,3.4489,1.0,4.0,3.4489,61.0,0.3466,115.0,0.6534,69.0,0.392,107.0,0.608,58.0,0.3295,118.0,0.6705,18.0,0.1023,14.0,0.0795,0.0,0.0,14.0,48.0,89.2727,20.0,3.0,1.0,6.0,24.0,15.52,6.0,24.0,15.52
instrectL4_42_0,192.0,670.0,0.2866,632.0,0.9433,1.0,4.0,3.4896,1.0,4.0,3.4896,66.0,0.3438,126.0,0.6563,66.0,0.3438,126.0,0.6563,60.0,0.3125,132.0,0.6875,16.0,0.0833,16.0,0.0833,0.0,0.0,4.0,13.0,84.8333,2.0,2.0,17.0,3.0,26.0,13.3939,3.0,26.0,14.7857
instrectL4_44_0,192.0,668.0,0.2874,626.0,0.9371,2.0,4.0,3.4792,2.0,4.0,3.4792,60.0,0.3125,132.0,0.6875,72.0,0.375,120.0,0.625,62.0,0.3229,130.0,0.6771,20.0,0.1042,14.0,0.0729,0.0,0.0,12.0,45.0,99.75,2.0,2.0,13.0,5.0,26.0,15.6923,5.0,26.0,16.4583
instrectL4_4_5,192.0,708.0,0.2712,704.0,0.9944,2.0,4.0,3.6875,2.0,4.0,3.6875,48.0,0.25,144.0,0.75,52.0,0.2708,140.0,0.7292,8.0,0.0417,184.0,0.9583,6.0,0.0313,4.0,0.0208,0.0,0.0,4.0,15.0,96.3333,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941
instrectL4_4_6,192.0,708.0,0.2712,704.0,0.9944,2.0,4.0,3.6875,2.0,4.0,3.6875,50.0,0.2604,142.0,0.7396,52.0,0.2708,140.0,0.7292,8.0,0.0417,184.0,0.9583,5.0,0.026,4.0,0.0208,0.0,0.0,1.0,5.0,95.6,2.0,2.0,17.0,11.0,26.0,17.8889,11.0,26.0,17.8889
instrectL4_4_7,192.0,708.0,0.2712,704.0,0.9944,2.0,4.0,3.6875,2.0,4.0,3.6875,48.0,0.25,144.0,0.75,48.0,0.25,144.0,0.75,8.0,0.0417,184.0,0.9583,6.0,0.0313,6.0,0.0313,0.0,0.0,7.0,28.0,96.4,2.0,2.0,17.0,4.0,26.0,15.9545,4.0,26.0,17.4737
instrectL4_4_8,192.0,708.0,0.2712,704.0,0.9944,2.0,4.0,3.6875,2.0,4.0,3.6875,50.0,0.2604,142.0,0.7396,50.0,0.2604,142.0,0.7396,6.0,0.0313,186.0,0.9688,5.0,0.026,5.0,0.026,0.0,0.0,3.0,12.0,108.7143,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941
instrectL4_48_5,192.0,664.0,0.2892,618.0,0.9307,1.0,4.0,3.4583,2.0,4.0,3.4583,68.0,0.3542,124.0,0.6458,84.0,0.4375,108.0,0.5625,60.0,0.3125,132.0,0.6875,18.0,0.0938,10.0,0.0521,0.0,0.0,2.0,7.0,103.5333,2.0,2.0,14.0,2.0,26.0,15.5172,2.0,26.0,16.4138
instrectL4_48_9,192.0,664.0,0.2892,616.0,0.9277,1.0,4.0,3.4583,2.0,4.0,3.4583,74.0,0.3854,118.0,0.6146,78.0,0.4063,114.0,0.5938,62.0,0.3229,130.0,0.6771,15.0,0.0781,13.0,0.0677,0.0,0.0,1.0,4.0,104.7778,2.0,2.0,3.0,7.0,26.0,16.3103,9.0,26.0,16.6333
instrectL4_50_8,192.0,662.0,0.29,616.0,0.9305,2.0,4.0,3.4479,1.0,4.0,3.4479,72.0,0.375,120.0,0.625,72.0,0.375,120.0,0.625,66.0,0.3438,126.0,0.6563,17.0,0.0885,17.0,0.0885,0.0,0.0,1.0,5.0,90.6667,2.0,2.0,17.0,2.0,26.0,17.2,2.0,26.0,17.1034
instrectL4_60_7,192.0,652.0,0.2945,600.0,0.9202,1.0,4.0,3.3958,1.0,4.0,3.3958,88.0,0.4583,104.0,0.5417,74.0,0.3854,118.0,0.6146,64.0,0.3333,128.0,0.6667,14.0,0.0729,21.0,0.1094,0.0,0.0,2.0,7.0,88.2857,2.0,2.0,12.0,5.0,26.0,15.4444,5.0,26.0,15.6857
instrectL4_60_9,192.0,652.0,0.2945,598.0,0.9172,1.0,4.0,3.3958,1.0,4.0,3.3958,76.0,0.3958,116.0,0.6042,72.0,0.375,120.0,0.625,76.0,0.3958,116.0,0.6042,20.0,0.1042,22.0,0.1146,0.0,0.0,6.0,17.0,74.5556,2.0,2.0,15.0,5.0,26.0,15.8571,5.0,26.0,16.1111
instrectL4_6_1,192.0,706.0,0.272,700.0,0.9915,2.0,4.0,3.6771,1.0,4.0,3.6771,50.0,0.2604,142.0,0.7396,54.0,0.2813,138.0,0.7188,12.0,0.0625,180.0,0.9375,6.0,0.0313,4.0,0.0208,0.0,0.0,1.0,5.0,108.2857,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941
instrectL4_61_0,176.0,587.0,0.2998,532.0,0.9063,1.0,4.0,3.3352,2.0,4.0,3.3352,63.0,0.358,113.0,0.642,75.0,0.4261,101.0,0.5739,66.0,0.375,110.0,0.625,27.0,0.1534,21.0,0.1193,0.0,0.0,3.0,12.0,71.8125,2.0,2.0,11.0,5.0,24.0,15.7879,5.0,24.0,16.6571
instrectL4_61_13,176.0,587.0,0.2998,532.0,0.9063,1.0,4.0,3.3352,1.0,4.0,3.3352,63.0,0.358,113.0,0.642,67.0,0.3807,109.0,0.6193,66.0,0.375,110.0,0.625,27.0,0.1534,25.0,0.142,1.0,0.0057,5.0,19.0,79.8824,2.0,2.0,17.0,5.0,24.0,14.5313,5.0,24.0,14.9333
instrectL4_61_4,176.0,587.0,0.2998,536.0,0.9131,1.0,4.0,3.3352,1.0,4.0,3.3352,77.0,0.4375,99.0,0.5625,65.0,0.3693,111.0,0.6307,60.0,0.3409,116.0,0.6591,20.0,0.1136,26.0,0.1477,0.0,0.0,1.0,5.0,74.6111,2.0,2.0,8.0,6.0,24.0,15.6429,6.0,24.0,15.6429
instrectL4_62_2,192.0,650.0,0.2954,596.0,0.9169,1.0,4.0,3.3854,1.0,4.0,3.3854,80.0,0.4167,112.0,0.5833,68.0,0.3542,124.0,0.6458,74.0,0.3854,118.0,0.6146,19.0,0.099,25.0,0.1302,0.0,0.0,1.0,5.0,94.3846,2.0,2.0,3.0,3.0,26.0,16.6053,3.0,26.0,16.5897
instrectL4_71_12,176.0,577.0,0.305,510.0,0.8839,1.0,4.0,3.2784,1.0,4.0,3.2784,81.0,0.4602,95.0,0.5398,75.0,0.4261,101.0,0.5739,60.0,0.3409,116.0,0.6591,23.0,0.1307,26.0,0.1477,0.0,0.0,2.0,9.0,69.6316,2.0,2.0,12.0,3.0,24.0,15.5152,3.0,24.0,15.5152
instrectL4_71_2,176.0,577.0,0.305,512.0,0.8873,1.0,4.0,3.2784,1.0,4.0,3.2784,71.0,0.4034,105.0,0.5966,75.0,0.4261,101.0,0.5739,76.0,0.4318,100.0,0.5682,28.0,0.1591,26.0,0.1477,1.0,0.0057,1.0,5.0,72.3889,2.0,2.0,6.0,4.0,24.0,14.6667,4.0,24.0,14.5882
instsquare12_13_17,144.0,515.0,0.2796,502.0,0.9748,2.0,4.0,3.5764,1.0,4.0,3.5764,41.0,0.2847,103.0,0.7153,49.0,0.3403,95.0,0.6597,24.0,0.1667,120.0,0.8333,10.0,0.0694,6.0,0.0417,0.0,0.0,1.0,5.0,76.1,2.0,2.0,6.0,11.0,22.0,15.8667,11.0,22.0,15.8667
instsquare12_16_10,144.0,512.0,0.2813,496.0,0.9688,1.0,4.0,3.5556,2.0,4.0,3.5556,42.0,0.2917,102.0,0.7083,42.0,0.2917,102.0,0.7083,24.0,0.1667,120.0,0.8333,11.0,0.0764,11.0,0.0764,0.0,0.0,2.0,9.0,62.0,2.0,2.0,13.0,7.0,22.0,14.8125,7.0,22.0,14.8125
instsquare12_16_4,144.0,512.0,0.2813,496.0,0.9688,2.0,4.0,3.5556,2.0,4.0,3.5556,48.0,0.3333,96.0,0.6667,42.0,0.2917,102.0,0.7083,28.0,0.1944,116.0,0.8056,8.0,0.0556,11.0,0.0764,0.0,0.0,1.0,5.0,71.375,2.0,2.0,13.0,1.0,22.0,12.8,1.0,22.0,14.75
insttri200_101_10,189.0,907.0,0.2084,812.0,0.8953,2.0,6.0,4.7989,2.0,6.0,4.7989,65.0,0.3439,124.0,0.6561,63.0,0.3333,126.0,0.6667,76.0,0.4021,113.0,0.5979,5.0,0.0265,6.0,0.0317,0.0,0.0,3.0,14.0,102.7,2.0,2.0,15.0,3.0,19.0,14.359,3.0,19.0,14.359
insttri200_101_7,189.0,907.0,0.2084,812.0,0.8953,2.0,6.0,4.7989,1.0,6.0,4.7989,79.0,0.418,110.0,0.582,71.0,0.3757,118.0,0.6243,98.0,0.5185,91.0,0.4815,6.0,0.0317,4.0,0.0212,0.0,0.0,11.0,51.0,101.3077,3.0,3.0,9.0,3.0,19.0,14.8286,3.0,19.0,15.1176
insttri200_101_8,189.0,907.0,0.2084,822.0,0.9063,1.0,6.0,4.7989,1.0,6.0,4.7989,73.0,0.3862,116.0,0.6138,69.0,0.3651,120.0,0.6349,92.0,0.4868,97.0,0.5132,4.0,0.0212,6.0,0.0317,0.0,0.0,4.0,19.0,108.4545,2.0,2.0,4.0,3.0,19.0,14.5581,3.0,19.0,14.5581
insttri200_1_1,190.0,1025.0,0.1854,1024.0,0.999,2.0,6.0,5.3947,2.0,6.0,5.3947,1.0,0.0053,189.0,0.9947,1.0,0.0053,189.0,0.9947,2.0,0.0105,188.0,0.9895,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,105.8333,2.0,2.0,23.0,18.0,18.0,18.0,18.0,18.0,18.0
insttri200_111_3,189.0,897.0,0.2107,794.0,0.8852,2.0,6.0,4.746,1.0,6.0,4.746,63.0,0.3333,126.0,0.6667,77.0,0.4074,112.0,0.5926,90.0,0.4762,99.0,0.5238,8.0,0.0423,5.0,0.0265,0.0,0.0,1.0,5.0,102.9,2.0,2.0,2.0,3.0,20.0,13.814,3.0,20.0,15.1707
insttri200_11_5,189.0,997.0,0.1896,986.0,0.989,2.0,6.0,5.2751,2.0,6.0,5.2751,11.0,0.0582,178.0,0.9418,11.0,0.0582,178.0,0.9418,20.0,0.1058,169.0,0.8942,3.0,0.0159,3.0,0.0159,0.0,0.0,1.0,6.0,94.2222,2.0,2.0,18.0,3.0,18.0,15.0,3.0,18.0,15.0
